,Z-1,Z-2,Z-3,Z-4,Z-5,Z-6,Z-7,Z-8,Z-9,Z-10,Z-11,Z-12,Z-13,Z-14,Z-15,Z-16,Z-17,Z-18,Z-19,Z-20,Z-21,Z-22,Z-23,Z-24,Z-25,Z-26,Z-27,Z-28,Z-29,Z-30,Z-31,Z-32,Z-33,Z-34,Z-35,Z-36,Z-37,Z-38,Z-39,Z-40,Z-41,Z-42,Z-43,Z-44,Z-45,Z-46,Z-47,Z-48,Z-49,Z-50,Z-51,Z-52,Z-53,Z-54,Z-55,Z-56,Z-57,Z-58,Z-59,Z-60,Z-61,Z-62,Z-63,Z-64,Z-65,Z-66,Z-67,Z-68,Z-69,Z-70,Z-71,Z-72,Z-73,Z-74,Z-75,Z-76,Z-77,Z-78,Z-79,Z-80,Z-81,Z-82,Z-83,Z-84,Z-85,Z-86,Z-87,Z-88,Z-89,Z-90,Z-91,Z-92,Z-93,Z-94,Z-95,Z-96,Z-97,Z-98,Z-99,Z-100,Z-101,Z-102,Z-103,Z-104,Z-105,Z-106,Z-107,Z-108,Z-109,Z-110,Z-111,Z-112,Z-113,Z-114,Z-115,Z-116,Z-117,Z-118,Z-119,Z-120,Z-121,Z-122,Z-123,Z-124,Z-125,Z-126,Z-127,Z-128,Z-129,Z-130,Z-131,Z-132,Z-133,Z-134,Z-135,Z-136,Z-137
Z-106,100601.48,79641.09,109662.09,130532.61,140451.99,154169.44,130518.65,134754.63,83881.01,30082.57,113572.36,52551.22,85430.72,49880.58,107000.17,79845.76,80111.35,76340.93,45828.04,39205.8,36307.91,136173.18,103558.96,94874.52,58998.49,121546.89,54972.32,194504.12,56807.27,93638.58,177226.73,83712.91,138159.19,93860.28,116467.12,122879.6,69136.16,39350.39,129055.48,92135.58,115526.32,123514.46,139137.28,39803.5,108310.14,206147.92,102375.96,90302.21,149629.39,47061.03,85421.95,71452.82,9768.46,105186.97,117068.63,153071.96,60093.15,76711.47,108094.59,inf,50890.43,186106.25,122306.94,72704.0,142436.58,93324.91,140302.1,144704.56,67417.3,143369.94,97404.98,66566.87,129787.91,68889.28,166891.96,95139.26,109590.77,117649.52,84336.21,50153.22,126879.39,96900.49,66775.1,100939.08,95675.27,118154.15,145489.69,91076.87,106194.39,80502.0,inf,64593.37,60010.01,157258.53,77761.8,76710.72,111364.12,134062.69,119622.4,129328.46,91674.73,125685.2,128486.37,131441.9,27232.57,inf,59071.4,inf,28056.37,155673.01,35534.2,50771.92,114911.43,84530.59,106559.08,119328.67,200110.6,106264.21,24566.23,43295.43,118947.3,199865.34,120740.81,114113.81,80074.13,88513.12,131298.37,111184.67,65173.75,inf,95931.63,39315.44,10145.15,144100.09,76885.29,82443.35,56165.51
Z-107,117354.01,67188.45,inf,62673.36,94941.03,64007.13,57597.67,39822.16,155541.67,120690.13,92193.91,145055.16,110629.41,166119.04,37979.89,64086.81,82770.3,179661.41,121863.28,52461.96,89194.96,152952.77,111386.93,112426.15,34979.47,111039.07,127946.61,79487.96,166478.25,inf,77409.44,63459.85,109365.86,92875.13,112007.59,157997.2,159152.08,121050.79,116965.79,86219.22,42959.16,172586.14,76662.05,107317.5,64704.16,30822.27,120870.71,125350.2,79732.84,38573.58,89265.39,135082.37,96232.95,inf,67447.84,106451.57,108879.11,132198.1,141925.41,124941.93,70739.42,61065.5,109671.18,132517.42,39319.59,27064.32,99220.81,104841.61,186286.85,69579.19,57262.16,98165.13,76508.28,102713.34,60424.9,69114.29,192929.87,99210.24,97997.92,55670.38,118831.88,105046.18,inf,101300.68,120944.47,11436.68,85029.84,171950.5,55885.21,142888.7,132917.5,9536.54,176008.87,91766.27,144030.23,42003.86,123700.59,88359.58,inf,52893.17,52363.03,170553.58,71682.45,93163.49,120042.38,139147.18,inf,122813.41,81940.14,49414.35,189173.4,161841.89,104352.5,64629.44,137096.87,143582.68,125611.51,108280.56,99129.74,100108.38,111101.95,111599.79,74434.6,58156.07,109019.85,135489.92,130719.85,136909.45,44888.05,150095.06,175607.27,69460.01,168411.23,110992.56,70119.47,153072.93,71426.49
Z-108,21335.07,145482.0,152661.65,28772.64,181781.95,108664.75,142367.07,110901.8,164993.88,68789.93,80553.8,7487.48,125637.92,155158.08,112806.07,83210.01,76332.74,71808.58,inf,85373.2,131575.38,28546.32,81033.35,128230.2,36713.99,102196.34,139741.64,110128.6,64206.54,72451.59,100852.97,108703.66,100202.14,91934.44,134283.42,115200.0,130529.69,80581.0,120381.2,168064.58,83604.42,132088.4,125608.64,117749.87,91548.45,99942.11,9622.98,118433.64,102192.19,52983.43,83275.99,121007.73,126806.42,98989.62,142885.13,164696.09,111807.13,135339.32,109304.95,124477.81,166208.63,135016.91,60964.87,59437.0,157268.15,inf,149609.66,167127.93,88354.96,58130.46,122882.65,114524.25,100159.68,98334.25,108370.37,61332.58,138786.28,82237.22,153510.61,28334.95,116767.27,179374.65,96646.11,30971.5,88465.22,63252.06,inf,177082.87,131161.0,10105.87,40660.33,203802.66,90818.46,98935.74,inf,72123.47,182246.75,111014.1,68641.96,111159.29,93828.14,59821.07,135329.9,204064.39,82864.95,68065.99,64299.53,inf,87063.34,19584.42,34759.72,61653.13,71353.63,119042.02,150212.31,6567.1,115874.84,55982.83,155884.31,150547.5,141458.04,90903.16,117968.52,104228.88,79922.15,128563.88,173342.46,82545.86,149758.44,90218.34,inf,2369.52,71997.23,inf,104873.26,80334.96,114257.29
Z-109,58520.14,81575.7,144315.83,118380.86,59258.31,85389.8,127784.2,105943.61,77800.19,135779.12,101813.86,112525.1,105019.53,116533.15,114393.78,inf,90373.14,145551.25,119111.23,82723.52,150513.78,37722.45,22613.4,117110.54,27920.62,83949.87,61755.88,50528.5,125987.12,66012.06,138096.89,73023.25,56167.36,109976.32,79791.42,77213.85,95625.25,19543.62,74086.58,100347.8,166784.77,128286.81,153326.62,148768.22,127031.15,130682.75,168135.72,inf,98714.32,138659.88,135629.09,123869.27,57028.11,129446.81,99205.82,16026.4,50835.57,106395.29,69644.93,139493.32,102316.37,inf,46007.51,113553.69,85118.13,106609.78,119181.24,139641.12,99597.35,103750.71,60647.69,95826.55,85698.66,43938.74,113034.33,102092.22,52079.7,58433.06,102631.33,61993.02,80782.86,62215.54,55747.39,53602.87,45802.15,inf,134091.12,81790.39,192724.63,135603.1,107294.1,70974.58,120036.53,66990.14,88211.47,inf,42563.48,92818.21,110128.96,113947.81,146765.25,93498.03,96552.25,55913.1,100334.05,132948.24,124941.78,178693.08,inf,85520.22,62479.13,83865.38,69277.06,63579.38,135029.52,118558.7,103071.0,104416.39,90495.38,inf,112988.63,149699.27,88878.06,92869.79,84927.86,75625.47,34620.05,127893.92,26666.68,104004.14,94713.15,163322.87,138092.08,58268.03,140461.45,inf,77898.35
Z-110,118320.81,156411.13,inf,167259.09,155345.64,135548.5,91989.81,53079.87,113444.99,64057.18,145646.31,109294.02,44479.37,120013.25,126116.15,7738.99,40756.3,74818.11,70592.92,123735.52,inf,142037.32,48841.38,91069.17,164843.04,127490.82,56607.63,93503.7,160353.49,144700.52,93682.27,15720.92,36933.55,74803.19,109631.55,73135.05,inf,88883.28,108209.57,79970.36,32576.04,68303.67,130102.44,139156.21,129574.42,109551.22,173954.39,80475.99,125840.56,49331.82,85158.56,85162.36,inf,124712.65,117659.11,101585.18,119200.18,145896.83,82933.06,92861.57,105432.41,120090.74,135213.3,106639.18,146131.89,120071.69,145158.24,94544.45,38040.24,82395.8,138182.04,85711.05,126693.73,49137.25,109450.38,90085.12,121250.62,135199.16,129037.61,105724.2,inf,53731.79,62772.11,69323.46,149130.81,94746.15,74778.87,22533.81,110234.65,inf,131978.7,56915.29,37125.05,92309.71,132479.92,129111.52,56384.94,32106.55,69657.99,133907.82,89063.28,115887.03,155666.46,152332.96,80923.52,55015.81,78365.59,52099.66,113135.76,inf,189935.96,50983.37,55242.06,121924.11,116260.07,85995.86,113777.76,80543.63,79788.32,79860.36,87790.07,90706.53,32038.94,120151.94,109223.56,98665.13,62044.12,83187.15,inf,56658.18,93615.3,inf,91716.03,126302.77,134246.08,104962.87,16772.96
Z-111,65813.9,128634.55,77753.34,158816.84,147309.1,inf,89388.22,107116.7,138902.85,28361.21,82963.34,138238.05,95814.48,131913.42,145232.89,139720.46,118344.59,96973.55,144985.12,163916.6,76162.66,92245.62,102847.14,24542.16,144701.17,73743.12,92181.12,109592.02,132951.11,37098.34,97317.32,70244.06,106755.62,95104.81,119057.15,75668.88,120258.32,129802.87,123968.82,61755.29,76444.24,147196.23,91589.07,157097.45,136777.7,116178.84,124126.13,96358.23,132875.71,75891.74,133031.17,57275.67,68791.51,87495.35,111086.81,126665.59,125818.03,171514.7,40655.27,116545.93,75804.45,113481.49,104075.56,98351.9,105270.06,102471.97,88237.73,113500.68,80686.25,81694.82,100467.28,64398.71,161790.34,132887.49,146700.0,26496.22,64575.08,167879.5,102625.11,184305.28,120795.28,97151.62,14636.92,163459.06,142212.93,82119.3,21891.38,30699.35,120026.82,72830.21,91593.28,86617.68,110138.67,92926.18,161355.71,115109.18,110881.46,106197.36,74011.37,90756.47,95499.29,96812.36,115966.43,51249.76,104285.32,99681.49,115695.19,67337.79,131917.76,inf,inf,94298.26,68232.82,135056.33,116771.07,inf,136289.72,68299.41,88311.07,57070.08,59887.62,125028.1,82894.94,102835.63,41410.28,64815.26,106357.69,72451.72,113354.77,139579.42,108024.38,44302.58,63316.05,56957.04,76125.99,48364.87,55850.72
Z-112,99315.0,107394.87,148591.36,147865.18,73176.93,88567.81,134515.42,115164.02,100478.3,114261.98,inf,66021.19,66209.38,33179.2,95329.63,82079.56,70808.29,148406.66,13318.29,144840.6,225129.42,145779.79,37195.11,147976.42,76173.6,76904.67,79574.27,inf,125278.69,77354.63,53466.07,136809.87,122421.96,99462.15,inf,139235.98,141032.91,102310.03,161491.66,93014.02,86278.06,103305.64,119700.51,117228.01,47794.81,118610.57,106694.16,124045.17,134890.48,121638.59,67263.78,54599.9,90837.1,127349.01,82858.65,66387.59,89390.62,88166.23,65835.62,162695.52,85628.73,76702.77,108835.27,153855.21,43401.6,33044.7,129266.24,inf,42949.72,165675.17,inf,104824.68,124128.94,175118.24,81467.72,96814.2,106632.42,94479.51,55223.0,128444.32,96805.17,inf,50154.22,inf,69865.08,85647.5,58010.65,128569.59,71303.05,83604.16,148642.73,125824.02,170040.82,71964.88,114990.9,176333.11,107275.12,35095.17,13485.63,120965.8,85646.18,117503.93,47234.38,70623.02,38108.8,56183.93,70401.03,158130.49,120739.21,107035.89,176249.08,inf,100483.52,25690.9,43232.49,140724.49,115334.92,72677.01,30645.48,114270.43,119505.7,83360.45,54473.65,10117.82,149941.57,52838.33,95124.04,127686.8,74287.57,95755.4,75252.42,66073.91,115323.13,211743.47,119158.94,96233.47,57546.89
Z-113,24413.58,118582.9,30253.07,117584.97,104018.89,154903.72,102629.99,152768.41,120615.64,843.73,110775.59,inf,110725.77,165109.97,65380.01,112358.07,148564.95,32992.33,119510.53,141367.08,92382.79,114421.8,147468.44,103138.6,89680.41,77782.5,68520.67,64814.47,61244.27,95285.25,inf,168846.5,inf,34207.06,103892.09,15276.87,142310.89,60479.88,78858.74,88731.94,82718.97,177508.06,inf,43459.24,113287.6,inf,91635.36,134819.18,61296.9,86372.26,86385.94,91932.68,38263.53,101096.08,72396.28,132987.21,inf,73145.74,158834.63,103860.03,inf,42007.08,151838.12,104206.55,inf,100182.32,50094.05,115872.41,67980.8,133585.59,95876.02,153516.4,88777.55,78134.9,62110.66,63921.98,81410.57,134893.23,121423.75,109649.97,104997.43,119599.46,157480.89,107313.17,73130.44,91266.23,97175.92,111651.5,106321.07,104785.75,11974.67,8804.02,110460.1,3674.31,78741.02,53654.99,99091.93,120341.76,70688.37,50612.58,22534.22,76655.11,101845.48,128647.16,30341.9,61630.6,186811.19,21896.95,152557.23,72291.24,71331.56,84712.86,inf,90660.54,136831.73,93067.15,95104.97,58426.61,124529.53,114706.63,55673.45,75160.36,68981.2,141453.92,79204.57,136922.92,122038.72,128530.97,87553.62,40226.22,134928.68,89994.34,201026.22,91075.72,106660.85,121720.59,114574.57
Z-114,97407.82,154988.82,130290.7,152292.26,109606.57,89731.61,41588.35,185524.35,86864.46,52406.42,124116.58,159555.77,56446.74,125669.13,65152.96,inf,148244.02,29873.46,35403.03,15316.7,118906.67,130727.2,149753.92,120566.71,134996.08,119378.16,147270.38,156336.98,inf,55183.83,69032.19,37501.54,122213.31,136883.83,84078.13,119790.54,60145.41,inf,100638.77,111115.51,45546.81,43392.41,62967.8,62648.45,65744.9,74000.63,106809.75,88877.27,113302.0,70837.16,87071.21,93143.98,107971.66,122435.39,161147.55,59281.05,129778.02,91768.3,104481.07,114889.59,69165.51,95183.67,98765.61,81337.17,170339.29,95063.97,85140.57,97961.28,148577.32,131110.21000000002,82215.1,60794.67,145256.46,58157.49,138438.96,inf,87061.23,101103.44,111813.44,108280.73,131960.52,160662.34,124700.86,75978.8,124972.29,62657.05,170978.05,inf,83909.68,152579.93,148038.68,100755.03,84841.55,75445.92,120154.39,90527.95,124625.56,109080.83,83854.49,73337.17,162516.45,186522.83,162588.51,137654.05,84050.95,111305.29,150717.08,64852.05,79445.4,119839.62,99345.65,49677.26,37871.9,inf,54369.94,148672.74,94126.6,83308.09,96469.82,112189.21,87652.38,162644.38,136094.69,90054.9,71192.55,55639.54,140373.26,107118.78,88857.16,114503.54,73553.3,131712.96,142151.77,93868.74,103792.17,133867.97,84073.1
Z-115,86697.01,87446.56,121176.6,100390.51,61851.98,64553.58,68535.6,inf,176904.75,inf,134870.59,46624.12,140616.91,76431.93,133593.57,98364.38,124650.49,120489.85,117025.05,116008.28,127349.36,154868.8,82048.24,109194.21,85932.39,39405.31,122630.13,163444.31,57074.34,58902.12,97774.03,75897.28,138183.43,inf,14889.82,101764.6,204553.26,87979.18,146720.05,156853.86,158473.17,inf,106786.52,106583.68,inf,89975.03,115576.55,125287.01,62562.62,76008.46,inf,144080.29,126952.95,21891.33,106881.94,85954.85,115057.03,113794.89,84374.72,85279.7,10500.21,109773.8,145456.66,83769.67,137565.79,134360.77,124069.18,94878.62,133183.93,115327.36,118782.92,106589.38,140309.29,inf,90325.13,73227.51,7776.31,75095.23,11940.65,41234.2,112905.25,95116.78,54881.72,116519.15,143301.76,146572.08,46653.02,158317.71,81526.56,95774.8,87294.48,inf,107906.68,160242.64,105893.92,83120.3,87752.21,50161.96,97136.49,74766.52,157177.22,149376.72,inf,85457.06,67386.39,103050.89,93145.51,134233.58,136704.69,102040.08,110912.13,82586.98,81883.46,inf,inf,189569.49,12382.05,156206.79,102645.35,141652.86,110009.76,14517.01,126984.63,52854.66,158020.44,87768.4,198057.53,96162.69,38299.34,38331.88,99999.52,81104.43,139626.68,77970.87,99389.66,59597.57,82216.98
Z-116,139716.89,78616.53,19808.12,86470.84,130913.0,111725.34,164327.75,147254.69,inf,137228.52,177111.16,144531.37,inf,137267.76,93021.03,97098.94,93577.27,173073.34,134780.5,138718.22,134375.75,119394.92,95481.1,97095.48,111794.77,122604.3,8061.75,123740.8,89443.96,62908.03,134262.55,32598.39,65469.78,31885.8,56648.29,inf,99819.78,101911.94,139789.32,44484.51,163381.69,94155.51,150458.52,71612.07,91670.44,138564.26,135387.43,95126.23,76886.98,96422.55,151516.07,162888.32,114652.49,47226.2,124914.77,108352.43,inf,105635.48,101561.02,84485.44,47274.15,173165.74,22332.13,158499.59,142204.52,116833.77,189405.28,68916.5,151216.88,146030.47,88504.2,inf,inf,107888.0,189264.4,98818.29,172663.26,104419.49,123885.71,121237.37,40340.72,37724.32,130269.82,46250.41,115406.28,inf,87842.4,22494.31,122780.11,205094.05,49309.07,163851.35,148599.82,inf,63052.16,89923.93,62850.1,89208.72,85274.27,84426.97,136175.46,130416.11,106161.89,82682.64,76294.76,96348.23,88300.11,122742.0,67352.07,55620.7,130404.55,inf,143637.98,84288.16,125143.52,inf,102316.76,133061.47,61326.92,39360.68,149574.02,70993.86,155053.97,170245.81,131352.07,86618.67,141333.2,130927.84,58873.7,100960.71,54018.88,74608.65,124029.45,132008.18,123129.59,80934.66,71356.06
Z-117,78047.3,33270.26,113289.34,110941.51,136881.83,90099.47,37365.04,69306.07,90861.34,126257.63,40832.72,771.91,inf,123250.79,90725.45,140920.04,113656.42,119053.83,127231.15,149743.86,81054.99,171168.13,116659.97,27370.68,144191.28,62643.59,46279.9,142767.41,105434.32,87882.01,39294.0,90184.2,156320.75,123416.02,97958.51,93341.31,95544.21,93322.25,130317.54,136565.47,135345.92,62973.85,88235.24,138090.77,96594.75,83873.18,48411.97,34827.68,78657.24,121426.87,125087.33,90346.53,57010.96,94169.17,inf,138931.92,37497.11,78332.84,127356.14,64938.48,86654.89,78199.33,144105.23,114589.07,153451.37,98248.74,inf,137412.84,167107.86,183582.34,149556.69,58071.38,42253.91,127039.38,67318.7,155871.44,inf,68592.33,121619.91,89736.86,87957.88,71613.27,101191.06,76406.57,57189.3,120580.13,43513.72,116127.87,50555.03,99965.72,88063.58,62349.33,48884.16,116090.0,53783.9,93645.72,71585.9,inf,97016.54,142629.92,110402.15,104149.25,inf,89799.89,173072.04,135214.35,inf,89719.0,61058.99,67865.23,112930.41,123013.05,inf,143490.5,inf,60058.7,inf,114140.27,82782.94,121460.82,98518.67,inf,92773.37,102533.81,68668.81,80356.44,103955.27,118757.45,69802.15,120511.75,86634.66,110183.39,131701.45,107771.97,133883.24,79558.32,86526.0
Z-118,80811.71,inf,111811.37,129183.18,42253.98,141559.98,84251.8,84136.55,1469.4,inf,104191.02,114524.13,180759.69,122845.53,110542.72,8843.9,47261.93,97581.86,109764.23,148678.88,13019.2,18594.26,89741.28,167716.74,134627.55,92242.89,97662.4,181845.45,116806.37,110769.68,144859.86,127317.18,123687.92,24188.17,68865.85,15708.62,81517.69,80616.99,inf,115403.41,124835.51,154001.92,148337.37,60222.74,80415.6,116500.1,133666.57,63007.79,137594.23,57324.6,117215.33,102105.1,155377.67,114051.43,7872.19,107462.25,139699.97,101599.91,118713.56,128949.61,144151.56,48395.42,81573.88,93939.16,88731.92,84164.26,118477.34,119906.9,175404.89,inf,61798.23,109922.58,103665.23,74877.96,135299.99,96076.92,19986.71,115470.53,inf,111475.9,108968.65,166702.77,42900.05,164526.51,40020.05,69819.51,95273.88,111307.66,110494.81,40538.82,107474.55,138328.9,102992.21,75015.83,87348.66,35679.01,98393.82,64121.54,46268.42,inf,61066.27,149649.09,122177.54,125397.93,67344.25,85862.29,27854.33,74065.97,148294.03,73013.56,148729.87,86736.16,61808.05,95486.51,153060.75,141.07999999999998,142809.18,inf,88044.72,88773.12,85010.89,112495.06,205931.16,106400.79,86220.89,inf,42107.71,59426.17,107582.74,158940.1,114335.64,84210.54,124111.09,105863.1,125898.5,58041.68,97063.7
Z-119,137124.02,41894.65,178505.52,102323.88,186031.91,inf,98358.83,77001.83,55778.28,161260.17,118660.13,124212.2,96841.57,43051.2,72572.37,134706.8,67204.57,120651.72,50461.33,117230.99,90548.61,117927.0,93250.85,inf,93974.13,189661.02,65906.73,123747.72,72571.76,171478.44,195782.24,80600.21,116687.7,87360.38,140281.64,88829.19,120334.58,104161.35,126894.44,95756.83,53258.08,162874.22,63171.95,75897.39,25779.31,127053.87,117405.47,109477.02,112275.77,107426.19,133816.97,144081.97,91776.66,116124.0,53091.79,118133.04,134954.8,64213.49,36341.11,120551.43,163761.12,110288.33,106697.34,73296.7,183015.1,19300.04,110733.47,39788.36,61178.53,85266.09,64135.37,183255.63,84675.82,100594.85,93985.88,73032.49,72680.05,108287.32,9880.24,114685.73,78710.32,15891.26,93688.73,inf,125455.35,108237.59,175192.52,inf,94264.87,112372.06,87398.61,inf,44852.02,47844.43,68686.84,91666.41,109296.94,67242.05,114791.45,132071.28,103864.61,174468.0,inf,70669.27,126598.17,50201.35,137051.28,89671.11,128634.01,43166.1,117708.74,97655.99,inf,143302.68,inf,62486.93,92749.11,88004.83,inf,92542.86,84283.15,130869.88,113108.45,101055.74,103478.77,122515.91,122912.35,181166.81,143493.17,34846.2,106661.88,90570.32,86815.93,57366.6,77475.16,3952.06,56924.41
Z-120,49734.33,125643.25,134525.27,76956.8,36601.03,93762.35,36872.62,inf,115318.94,149397.94,105538.97,72892.82,99545.2,69605.43,81895.88,70081.17,73399.11,51892.26,35041.43,94967.39,102059.33,116402.57,120169.63,132685.51,106602.69,69127.62,88518.62,102163.54,128828.39,69052.11,22866.65,115634.04,74716.46,100697.95,141322.21,176391.53,77981.41,149635.4,56579.26,68388.32,137873.77,97722.62,105021.81,51944.99,inf,93583.31,61657.07,115321.29,118986.19,95283.82,126635.61,97071.88,94611.98,155025.93,22131.4,136538.49,inf,154286.78,139073.35,56469.2,130263.25,87801.93,91617.56,inf,61760.73,143203.31,62109.26,81915.87,203147.55,115376.4,88526.58,98298.16,78277.47,66297.91,75253.24,145175.73,125193.51,88694.73,98789.85,116085.97,74230.39,64222.72,117207.26,62960.05,93520.42,79926.76,88771.19,145334.34,27290.16,108747.62,48018.97,37637.09,108879.51,65795.49,61202.13,126404.48,89410.22,119536.17,173787.27,104279.94,137544.53,133154.88,93369.63,98731.89,63202.97,44503.48,72567.62,144309.59,113789.86,20440.71,105068.98,97415.81,74088.21,88623.6,65390.48,3877.85,44362.33,147882.44,98962.43,inf,100926.42,122542.93,123339.53,55091.74,123359.72,81370.33,106809.46,65209.24,141144.65,44927.27,58352.37,71771.69,75692.84,112665.11,36792.81,103479.97,147517.95
Z-121,106935.95,80997.69,112663.16,80964.81,107898.06,82730.02,139725.14,144502.23,35493.81,36476.74,104490.38,104814.26,103165.47,84243.03,44198.7,53021.51,79369.11,86376.63,149831.24,inf,114043.19,174353.76,151393.56,67596.79,108270.06,129452.62,54452.79,61924.17,41681.28,78482.24,52279.72,105688.85,142517.01,73026.94,122186.68,36160.84,145445.7,105989.76,69041.29,109174.23,82311.44,97123.05,168981.05,102508.22,89008.73,133904.64,105964.09,96303.09,150092.99,170035.52,108516.88,67539.5,138740.62,177391.33,85441.07,71294.21,53124.38,115006.51,115034.18,111324.79,114313.3,143512.01,inf,109909.46,68229.96,165533.43,63683.12,141613.23,60782.62,71600.41,140182.97,91442.55,105881.78,69187.49,81490.24,87878.71,124733.19,84976.79,142233.04,128247.48,136004.26,26025.61,151364.26,94530.88,127896.09,80906.65,39015.04,67308.61,156788.5,152325.97,112682.27,82447.88,80561.37,77629.74,123168.46,69928.34,62324.01,89576.89,94439.86,145255.7,74526.48,39737.26,115051.39,84598.29,99899.8,71041.89,114438.13,129741.22,35629.77,123636.76,41611.4,196869.84,99912.22,105766.83,82817.28,112022.56,142815.57,39797.91,93622.04,82382.82,inf,98069.33,107803.46,180611.01,108798.91,101962.66,109666.25,114836.67,119275.38,69086.19,98295.0,75944.83,118553.55,31176.3,104949.11,64684.9,47441.07
Z-122,64520.96,104521.59,117923.72,40322.0,inf,139252.61,88204.94,122023.82,130339.39,55680.94,50447.33,77134.37,135835.91,81317.03,154325.52,81680.98,116941.95,141180.01,inf,136624.45,109431.52,90496.98,105513.48,inf,51317.06,61031.47,119635.67,157071.74,174122.72,47389.25,131195.72,123061.34,196987.58,93844.28,inf,102910.81,72743.78,92631.92,95605.48,94130.44,134673.73,144885.51,111842.46,123214.47,79080.71,103550.38,105729.81,50500.33,101597.89,119974.94,120685.09,inf,113759.12,4643.31,87582.89,70723.27,130635.66,inf,75036.5,43691.22,126336.02,72625.36,101258.76,99029.36,89928.84,100882.78,96773.95,inf,66741.7,84996.78,87198.98,133512.36,111770.05,129355.02,107299.42,44137.83,86524.5,121206.71,32786.64,84639.06,120736.8,93501.08,inf,165324.02,102774.88,103442.72,88640.71,117818.29,inf,96982.64,121277.53,112256.82,159848.01,51323.09,90793.16,138991.98,130161.71,112533.51,89147.79,125880.61,16985.6,81808.7,66275.27,inf,84805.33,84174.27,145718.73,inf,136626.48,65421.58,77065.36,62230.8,68131.15,156937.58,98146.59,96870.66,177789.93,105805.93,inf,48431.34,73853.82,inf,86204.91,86245.86,122271.48,70343.21,122302.52,111019.91,95441.08,60726.06,37321.69,52874.94,144288.07,118869.57,98316.32,inf,99229.6
Z-123,184983.71,45790.32,54420.87,76306.51,106529.73,91363.53,106127.0,140761.01,63625.46,130882.99,23548.22,95544.38,23770.72,21881.91,57238.48,86581.51,100613.51,106416.6,116288.82,173713.73,42238.4,inf,109470.06,32631.75,131489.91,119521.39,46399.95,96356.25,52133.97,57302.41,139703.3,42387.92,7495.98,7632.1,46926.9,37751.87,72282.59,145135.87,159174.07,183597.29,168490.17,74126.36,151659.73,70427.02,119463.35,170259.72,67706.41,28597.72,63556.47,117978.82,83845.96,85689.38,223565.22,104787.09,93729.45,84766.82,125040.56,167697.01,139037.91,85856.43,77307.67,171807.82,138487.65,97295.69,71875.9,124816.87,78766.37,28763.01,inf,116081.43,113805.56,61709.69,77277.93,105751.68,103014.93,113091.68,99033.06,81362.72,64464.71,68109.99,73371.89,134536.25,89051.72,149894.53,84552.65,49777.59,146428.69,99670.87,136004.53,67607.81,100962.04,inf,182575.52,85966.08,98905.15,61666.9,126975.32,135096.57,99602.32,76419.35,149069.83,106536.47,89883.68,87151.32,79864.54,26077.25,91495.47,119641.93,185591.62,149547.87,159410.34,81820.95,158935.13,124951.37,167176.74,102175.15,93033.29,79393.21,93587.21,32184.61,140453.21,65719.62,inf,188410.83,118781.79,96092.31,53131.94,159888.37,inf,97548.39,126040.56,136778.03,113410.92,42939.57,11185.87,82989.95,105563.11
Z-124,66920.46,100393.84,105165.22,136160.0,92904.4,77112.81,109653.96,68224.72,51278.95,70895.0,90871.04,52471.36,111972.55,114178.03,122408.33,70825.59,64951.06,67407.43,59505.82,15759.5,36336.5,146354.32,39213.34,95811.4,159167.64,135027.08,92474.13,95642.31,89287.91,126244.57,31334.59,149340.13,78147.15,inf,66268.7,164063.28,113088.49,114989.79,106652.23,108615.89,69436.67,110694.15,153628.34,112067.9,73928.54,69577.51,71941.1,91656.22,38985.13,60697.62,inf,74548.0,139705.82,90751.82,126058.11,116398.77,36885.28,132413.89,107359.65,102781.19,124654.7,53941.17,1786.16,109929.71,62315.11,inf,64551.07,100983.06,84064.74,109536.41,107114.58,89293.1,122647.18,137723.06,100683.7,37667.39,inf,85575.52,101104.85,61375.27,112951.92,117798.55,83698.62,94878.3,71100.61,32978.91,154594.82,27957.41,119555.58,103078.12,161956.64,123498.3,144333.95,121827.33,67733.78,111656.77,83008.95,123510.36,102565.01,68502.41,167526.27,80086.87,75316.77,55759.85,91761.5,122830.85,83253.91,131672.98,95078.93,118607.9,147229.9,89093.79,102893.71,65203.38,50494.83,154441.56,58228.73,63759.17,74055.66,79365.97,90673.2,74951.95,40188.59,inf,103262.23,161501.18,85253.96,80177.87,94641.04,162738.27,50864.59,52322.68,123400.16,83967.3,168090.04,131086.22,141117.93
